epic_number,Campaign,DJA_Class,DJA_Probability,Class
206466343,3, Noise,0.558984, Noise
206466412,3, Noise,0.74112, Noise
206466472,3, Noise,0.5928859999999999, Noise
206466521,3,OTHPER,0.5662550000000001,OTHPER
206466752,3,OTHPER,0.8050970000000001,OTHPER
206466765,3, Noise,0.555189, Noise
206466886,3, Noise,0.608115, Noise
206466905,3, Noise,0.5868270000000001, Noise
206466910,3, Noise,0.561357, Noise
206467035,3, Noise,0.5412680000000001, Noise
206467104,3,OTHPER,0.5156029999999999,OTHPER
206467287,3,OTHPER,0.527292,OTHPER
206467305,3,OTHPER,0.962781,OTHPER
206467306,3, Noise,0.531443, Noise
206467632,3, Noise,0.593554, Noise
206467725,3, Noise,0.5356390000000001, Noise
206467754,3, Noise,0.664521, Noise
206467829,3, Noise,0.602425, Noise
206467867,3, Noise,0.524029, Noise
206467905,3, Noise,0.528017, Noise
206467930,3,OTHPER,0.51764,OTHPER
206467974,3,OTHPER,0.706133,OTHPER
206468053,3, Noise,0.55489, Noise
206468449,3, Noise,0.605854, Noise
206468506,3, Noise,0.862502, Noise
206468571,3, Noise,0.632798, Noise
206468661,3,OTHPER,0.747384,OTHPER
206468775,3, Noise,0.628887, Noise
206468877,3,OTHPER,0.579515,OTHPER
206468980,3, Noise,0.620009, Noise
206468984,3,OTHPER,0.568341,OTHPER
206469210,3,OTHPER,0.978969,OTHPER
206469391,3, Noise,0.654203, Noise
206469672,3,OTHPER,0.588684,OTHPER
206469710,3,OTHPER,0.535913,OTHPER
206469745,3, Noise,0.596435, Noise
206469813,3, Noise,0.697864, Noise
206469879,3,OTHPER,0.771068,OTHPER
206470130,3,OTHPER,0.5004529999999999,OTHPER
206470214,3, Noise,0.600178, Noise
206470267,3, Noise,0.530809, Noise
206470389,3,OTHPER,0.516775,OTHPER
206470393,3, Noise,0.5425300000000001, Noise
206470488,3,OTHPER,0.740997,OTHPER
206470517,3,OTHPER,0.649887,OTHPER
206470806,3, Noise,0.696728, Noise
206470881,3, Noise,0.525296, Noise
206471080,3,OTHPER,0.681036,OTHPER
206471280,3,OTHPER,0.537738,OTHPER
206471294,3, Noise,0.563263, Noise
206471580,3,OTHPER,0.5298039999999999,OTHPER
206471681,3, Noise,0.575807, Noise
206471682,3, DSCUT,0.5445770000000001, Noise
206471814,3, Noise,0.553929, Noise
206471980,3, Noise,0.579919, Noise
206472188,3,OTHPER,0.8818090000000001,OTHPER
206472198,3,OTHPER,0.542987,OTHPER
206472333,3, Noise,0.63655, Noise
206472339,3,OTHPER,0.572725,OTHPER
206472377,3, Noise,0.564737, Noise
206472474,3,OTHPER,0.719147,OTHPER
206472487,3, Noise,0.539031, Noise
206472563,3,OTHPER,0.530098,OTHPER
206472801,3, Noise,0.6724, Noise
206472814,3, Noise,0.735783, Noise
206473308,3,OTHPER,0.5711470000000001,OTHPER
206473544,3, Noise,0.57899, Noise
206473876,3, Noise,0.5701069999999999, Noise
206473960,3, Noise,0.635938, Noise
206473982,3,OTHPER,0.740967,OTHPER
206474002,3, Noise,0.558463, Noise
206474004,3, Noise,0.5006970000000001, Noise
206474041,3, Noise,0.614884, Noise
206474186,3, Noise,0.506926, Noise
206474257,3,OTHPER,0.526782,OTHPER
206474261,3,OTHPER,0.534556,OTHPER
206474266,3,OTHPER,0.5491229999999999,OTHPER
206474289,3, Noise,0.526053, Noise
206474337,3,OTHPER,0.978434,OTHPER
206474395,3,    EA,0.606074,    EA
206474637,3, Noise,0.63879, Noise
206474784,3, Noise,0.775284, Noise
206474831,3, Noise,0.606975, Noise
206475021,3,OTHPER,0.57447,OTHPER
206475150,3,OTHPER,0.786207,OTHPER
206475309,3, Noise,0.694553, Noise
206475525,3,OTHPER,0.546373,OTHPER
206475632,3,OTHPER,0.634309,OTHPER
206475649,3,OTHPER,0.600554,OTHPER
206475667,3, Noise,0.5848439999999999, Noise
206475771,3,OTHPER,0.56295,OTHPER
206476006,3,OTHPER,0.576955,OTHPER
206476413,3, Noise,0.5357149999999999, Noise
206476423,3,OTHPER,0.5123949999999999,OTHPER
206476597,3, Noise,0.700516, Noise
206476629,3,OTHPER,0.678602,OTHPER
206476737,3, Noise,0.6098020000000001, Noise
206476769,3, Noise,0.6919489999999999, Noise
206476778,3, Noise,0.710766, Noise
206476810,3,OTHPER,0.549759,OTHPER
206476964,3,OTHPER,0.684783,OTHPER
206476978,3, Noise,0.694295, Noise
206477154,3,OTHPER,0.5271399999999999,OTHPER
206477306,3, Noise,0.627821, Noise
206477344,3,OTHPER,0.500682,OTHPER
206477538,3, Noise,0.649231, Noise
206477594,3, Noise,0.563371, Noise
206477888,3, Noise,0.519184, Noise
206477985,3, Noise,0.5931770000000001, Noise
206477993,3, Noise,0.508617, Noise
206478043,3, Noise,0.6664439999999999, Noise
206478617,3,OTHPER,0.514162,OTHPER
206478682,3,OTHPER,0.932016,OTHPER
206478716,3,OTHPER,0.519776,OTHPER
206478801,3,  RRab,0.609961,  RRab
206478839,3, Noise,0.541665, Noise
206479183,3, Noise,0.734316, Noise
206479244,3, Noise,0.675896, Noise
206479389,3, Noise,0.516096, Noise
206479394,3, Noise,0.522624, Noise
206479478,3,OTHPER,0.569813,OTHPER
206479626,3, Noise,0.507678, Noise
206479633,3, Noise,0.509353, Noise
206479739,3,OTHPER,0.543821,OTHPER
206479772,3, Noise,0.738217, Noise
206479862,3, Noise,0.550832, Noise
206480132,3,OTHPER,0.860841,OTHPER
206480155,3,OTHPER,0.886243,OTHPER
206480167,3, Noise,0.588746, Noise
206480356,3,OTHPER,0.513311,OTHPER
206480426,3,OTHPER,0.873469,OTHPER
206480638,3, Noise,0.518359, Noise
206480816,3, Noise,0.614416, Noise
206480856,3,OTHPER,0.91632,OTHPER
206480924,3, Noise,0.555264, Noise
206480929,3,OTHPER,0.512678,OTHPER
206481032,3, Noise,0.515075, Noise
206481042,3, Noise,0.726578, Noise
206481270,3,OTHPER,0.586396,OTHPER
206481368,3,OTHPER,0.574588,OTHPER
206481397,3,OTHPER,0.934177,OTHPER
206481508,3,OTHPER,0.61421,OTHPER
206481844,3, Noise,0.60431, Noise
206481875,3, Noise,0.633149, Noise
206482284,3,OTHPER,0.5942850000000001,OTHPER
206482296,3, Noise,0.762502, Noise
206482512,3,OTHPER,0.617008,OTHPER
206482515,3, Noise,0.573103, Noise
206482524,3, Noise,0.62803, Noise
206482542,3, Noise,0.6430100000000001, Noise
206482545,3, Noise,0.528467, Noise
206482797,3, Noise,0.550239, Noise
206482854,3,    EB,0.948611,    EB
206483031,3,OTHPER,0.510483,OTHPER
206483125,3,OTHPER,0.53352,OTHPER
206483215,3, Noise,0.548028, Noise
206483276,3,OTHPER,0.62261,OTHPER
206483292,3, Noise,0.602975, Noise
206484618,3,OTHPER,0.587087,OTHPER
206484635,3, Noise,0.572405, Noise
206485015,3,OTHPER,0.525119,OTHPER
206485025,3,OTHPER,0.514926,OTHPER
206485030,3, Noise,0.719283, Noise
206485191,3,OTHPER,0.529409,OTHPER
206485269,3, Noise,0.554597, Noise
206485303,3, Noise,0.5573, Noise
206485369,3,OTHPER,0.985034,OTHPER
206485388,3,OTHPER,0.961545,OTHPER
206485405,3, Noise,0.632346, Noise
206485440,3,OTHPER,0.558976,OTHPER
206485564,3, Noise,0.570918, Noise
206485608,3, Noise,0.52398, Noise
206485809,3, Noise,0.605989, Noise
206486088,3, Noise,0.6199939999999999, Noise
206486163,3, Noise,0.835068, Noise
206486204,3, Noise,0.551868, Noise
206486211,3,OTHPER,0.527111,OTHPER
206486228,3,OTHPER,0.622366,OTHPER
206486356,3, Noise,0.656289, Noise
206486362,3,OTHPER,0.941174,OTHPER
206486439,3,OTHPER,0.932665,OTHPER
206486581,3, Noise,0.6195069999999999, Noise
206486620,3, Noise,0.75903, Noise
206487012,3,OTHPER,0.8767459999999999,OTHPER
206487143,3, Noise,0.651722, Noise
206487252,3,OTHPER,0.521798,OTHPER
206487279,3, Noise,0.554107, Noise
206487709,3, Noise,0.6099289999999999, Noise
206487728,3, Noise,0.5520550000000001, Noise
206487879,3,OTHPER,0.961713,OTHPER
206487933,3,OTHPER,0.585434,OTHPER
206488559,3,OTHPER,0.689033,OTHPER
206488636,3,OTHPER,0.540926,OTHPER
206488767,3,OTHPER,0.745976,OTHPER
206488811,3,OTHPER,0.854008,OTHPER
206488936,3, Noise,0.757364, Noise
206488960,3, Noise,0.76895, Noise
206489086,3, Noise,0.6528390000000001, Noise
206489234,3, Noise,0.535779, Noise
206489458,3, Noise,0.527311, Noise
206489474,3,    EA,0.956672,    EA
206489539,3,OTHPER,0.922416,OTHPER
206489568,3,OTHPER,0.703897,OTHPER
206489658,3, Noise,0.5336, Noise
206489810,3, Noise,0.51403, Noise
206489821,3,OTHPER,0.562087,OTHPER
206490042,3,OTHPER,0.697767,OTHPER
206490056,3, Noise,0.595167, Noise
206490431,3, Noise,0.642373, Noise
206490470,3,OTHPER,0.607943,OTHPER
206490731,3, Noise,0.646189, Noise
206490771,3, Noise,0.588105, Noise
206490871,3,OTHPER,0.973341,OTHPER
206490994,3,OTHPER,0.570447,OTHPER
206491044,3, Noise,0.5709770000000001, Noise
206491077,3, Noise,0.592019, Noise
206491127,3,OTHPER,0.615661,OTHPER
206491310,3, Noise,0.547934, Noise
206491350,3, Noise,0.5271170000000001, Noise
206491688,3,OTHPER,0.5390020000000001,OTHPER
206491707,3,OTHPER,0.710713,OTHPER
206491912,3, Noise,0.5519270000000001, Noise
206492144,3, Noise,0.553944, Noise
206492157,3, Noise,0.5384140000000001, Noise
206492383,3,    EB,0.999126,    EB
206492774,3,  GDOR,0.5115270000000001, Noise
206492890,3, Noise,0.530974, Noise
206493130,3, Noise,0.619821, Noise
206493427,3,OTHPER,0.5020680000000001,OTHPER
206493968,3,OTHPER,0.517223,OTHPER
206493973,3,OTHPER,0.8311280000000001,OTHPER
206494102,3, Noise,0.735738, Noise
206494264,3,OTHPER,0.503456,OTHPER
206494300,3, Noise,0.575643, Noise
206494331,3, Noise,0.836174, Noise
206494487,3,OTHPER,0.91966,OTHPER
206494506,3, Noise,0.515567, Noise
206494624,3, Noise,0.571767, Noise
206494671,3, Noise,0.661587, Noise
206494796,3, Noise,0.5640649999999999, Noise
206495007,3,OTHPER,0.5926560000000001,OTHPER
206495240,3, Noise,0.847017, Noise
206495298,3,OTHPER,0.873928,OTHPER
206495511,3, Noise,0.512171, Noise
206495647,3, Noise,0.723247, Noise
206495717,3, Noise,0.667702, Noise
206495861,3,OTHPER,0.516618,OTHPER
206495971,3, Noise,0.52793, Noise
206496030,3, Noise,0.5899409999999999, Noise
206496116,3, Noise,0.594352, Noise
206496130,3, Noise,0.764284, Noise
206496260,3, Noise,0.582585, Noise
206496339,3, Noise,0.532516, Noise
206496349,3, Noise,0.5014810000000001, Noise
206496376,3, Noise,0.522069, Noise
206496452,3, Noise,0.727593, Noise
206496528,3,  RRab,0.909743,  RRab
206496618,3, Noise,0.550465, Noise
206496722,3,OTHPER,0.5187510000000001,OTHPER
206496889,3, Noise,0.541412, Noise
206497009,3,OTHPER,0.8361879999999999,OTHPER
206497556,3, Noise,0.582788, Noise
206497675,3, Noise,0.583052, Noise
206497686,3,OTHPER,0.7357229999999999,OTHPER
206497744,3,OTHPER,0.5201859999999999,OTHPER
206497964,3,OTHPER,0.659949,OTHPER
206498043,3, Noise,0.594615, Noise
206498278,3, Noise,0.511141, Noise
206498351,3, Noise,0.6237020000000001, Noise
206498696,3, Noise,0.512158, Noise
206498717,3, Noise,0.5286770000000001, Noise
206498752,3, Noise,0.808979, Noise
206498766,3,OTHPER,0.618157,OTHPER
206499078,3, Noise,0.614262, Noise
206499138,3, Noise,0.729025, Noise
206499936,3,OTHPER,0.616029,OTHPER
206499956,3, Noise,0.612542, Noise
206500323,3, Noise,0.6798, Noise
206500450,3, Noise,0.5192479999999999, Noise
206500466,3,OTHPER,0.897064,OTHPER
206500494,3,OTHPER,0.534612,OTHPER
206500632,3, Noise,0.77536, Noise
206500651,3, Noise,0.606639, Noise
206500672,3,OTHPER,0.931903,OTHPER
206500804,3, Noise,0.54948, Noise
206500942,3, Noise,0.68428, Noise
206501605,3, Noise,0.5707899999999999, Noise
206501925,3, Noise,0.708854, Noise
206502214,3,OTHPER,0.51018,OTHPER
206502582,3, Noise,0.663574, Noise
206502853,3, Noise,0.7799560000000001, Noise
206502859,3,OTHPER,0.600846,OTHPER
206503132,3, Noise,0.8326450000000001, Noise
206503284,3,OTHPER,0.668378,OTHPER
206503816,3,OTHPER,0.92052,OTHPER
206503881,3, Noise,0.514597, Noise
206503981,3,OTHPER,0.500602,OTHPER
206504207,3,OTHPER,0.514037,OTHPER
206504254,3,OTHPER,0.5642,OTHPER
206504577,3,OTHPER,0.6950149999999999,OTHPER
206504898,3, Noise,0.536127, Noise
206505060,3,OTHPER,0.556054,OTHPER
206505084,3,OTHPER,0.509391,OTHPER
206505242,3, Noise,0.532837, Noise
206505446,3, Noise,0.681764, Noise
206505755,3, Noise,0.571517, Noise
206505871,3,OTHPER,0.742697,OTHPER
206506058,3,OTHPER,0.510813,OTHPER
206506250,3, Noise,0.6300819999999999, Noise
206506358,3, Noise,0.743075, Noise
206506386,3, Noise,0.524031, Noise
206506538,3, Noise,0.681625, Noise
206506618,3, Noise,0.5283800000000001, Noise
206506887,3, Noise,0.5012770000000001, Noise
206506913,3,OTHPER,0.5027560000000001,OTHPER
206507063,3, Noise,0.718471, Noise
206507165,3, Noise,0.803506, Noise
206507309,3, Noise,0.5386529999999999, Noise
206507326,3, Noise,0.5983510000000001, Noise
206507329,3,OTHPER,0.549018,OTHPER
206507471,3, Noise,0.503131, Noise
206507842,3,OTHPER,0.5676180000000001,OTHPER
206508121,3, Noise,0.698547, Noise
206508287,3,OTHPER,0.501422,OTHPER
206508337,3, Noise,0.553529, Noise
206508639,3,OTHPER,0.6089,OTHPER
206508753,3, Noise,0.506392, Noise
206508875,3, Noise,0.630905, Noise
206508883,3, Noise,0.623128, Noise
206508902,3,OTHPER,0.907688,OTHPER
206509129,3, Noise,0.628915, Noise
206509277,3,OTHPER,0.946775,OTHPER
206509281,3,OTHPER,0.780656,OTHPER
206509327,3, Noise,0.695601, Noise
206509477,3,OTHPER,0.807121,OTHPER
206509616,3,OTHPER,0.5651619999999999,OTHPER
206509672,3,OTHPER,0.516721,OTHPER
206510086,3, Noise,0.579951, Noise
206510414,3, Noise,0.728241, Noise
206510510,3,OTHPER,0.628212,OTHPER
206510818,3, Noise,0.67766, Noise
206511299,3,OTHPER,0.5639029999999999,OTHPER
206511343,3,OTHPER,0.5565899999999999,OTHPER
206511385,3, Noise,0.715746, Noise
206511754,3,    EB,0.99627,    EB
206512049,3, Noise,0.567442, Noise
206512080,3,OTHPER,0.6996560000000001,OTHPER
206512266,3, Noise,0.918205, Noise
206512511,3,  RRab,0.956786,  RRab
206512721,3,OTHPER,0.6401479999999999,OTHPER
206512790,3,OTHPER,0.628488,OTHPER
206513125,3, Noise,0.5641550000000001, Noise
206513165,3, Noise,0.54919, Noise
206513589,3, Noise,0.5081939999999999, Noise
206513608,3,OTHPER,0.647864,OTHPER
206513669,3, Noise,0.509991, Noise
206513945,3, Noise,0.564584, Noise
206514026,3, Noise,0.564914, Noise
206514125,3, Noise,0.684285, Noise
206514337,3,OTHPER,0.608223,OTHPER
206514756,3, Noise,0.545917, Noise
206515024,3, Noise,0.723461, Noise
206515124,3,OTHPER,0.606762,OTHPER
206515228,3,OTHPER,0.748046,OTHPER
206515637,3, Noise,0.511758, Noise
206515945,3,OTHPER,0.560157,OTHPER
206516857,3,OTHPER,0.55402,OTHPER
206516948,3, Noise,0.530791, Noise
206516950,3, Noise,0.710002, Noise
206516967,3,OTHPER,0.502422,OTHPER
206517079,3,OTHPER,0.537198,OTHPER
206517277,3, Noise,0.571703, Noise
206517289,3, Noise,0.528949, Noise
206517341,3, Noise,0.500206, Noise
206517447,3, Noise,0.528255, Noise
206517551,3, Noise,0.633637, Noise
206517649,3, Noise,0.579658, Noise
206518080,3, Noise,0.569865, Noise
206518129,3, Noise,0.809708, Noise
206518322,3,OTHPER,0.5768260000000001,OTHPER
206518433,3, Noise,0.500626, Noise
206518484,3,OTHPER,0.7392850000000001,OTHPER
206518548,3, Noise,0.540654, Noise
206518625,3,OTHPER,0.5485939999999999,OTHPER
206518888,3, Noise,0.550812, Noise
206518969,3,OTHPER,0.624324,OTHPER
206519016,3,OTHPER,0.529717,OTHPER
206519054,3, Noise,0.5920920000000001, Noise
206519080,3,OTHPER,0.5257310000000001,OTHPER
206520199,3, Noise,0.550824, Noise
206520537,3, Noise,0.548505, Noise
206520935,3, Noise,0.587383, Noise
206521886,3,OTHPER,0.844875,OTHPER
206522020,3,OTHPER,0.8438680000000001,OTHPER
206522099,3, Noise,0.568597, Noise
206522450,3, Noise,0.666432, Noise
206522526,3,OTHPER,0.644947,OTHPER
206522543,3,OTHPER,0.520403,OTHPER
206522867,3, Noise,0.5498970000000001, Noise
206522907,3, Noise,0.512011, Noise
206522979,3,  RRab,0.5613640000000001,  RRab
206523135,3, Noise,0.508125, Noise
206523171,3, Noise,0.501375, Noise
206523282,3,OTHPER,0.6442979999999999,OTHPER
206523329,3,  RRab,0.555934,  RRab
206523440,3, Noise,0.564863, Noise
206523481,3,OTHPER,0.749211,OTHPER
206523548,3,OTHPER,0.588954,OTHPER
206523737,3,OTHPER,0.700522,OTHPER
206523990,3, Noise,0.546513, Noise
206524094,3, Noise,0.5182180000000001, Noise
206524288,3,OTHPER,0.566891,OTHPER
206524435,3, Noise,0.534644, Noise
206524553,3,OTHPER,0.5104069999999999,OTHPER
206524792,3, Noise,0.5186350000000001, Noise
206525522,3,OTHPER,0.5026510000000001,OTHPER
206525890,3,OTHPER,0.507638,OTHPER
206525978,3, Noise,0.656472, Noise
206526306,3,OTHPER,0.955579,OTHPER
206527199,3,OTHPER,0.8228629999999999,OTHPER
206527376,3,OTHPER,0.5637260000000001,OTHPER
206527600,3, Noise,0.616119, Noise
206528471,3,OTHPER,0.872878,OTHPER
206529057,3, Noise,0.637559, Noise
206529077,3, Noise,0.5799, Noise
206529489,3, Noise,0.519798, Noise
206529665,3, Noise,0.710588, Noise
206529963,3,OTHPER,0.631869,OTHPER
206529973,3,OTHPER,0.539091,OTHPER
206530319,3, Noise,0.613456, Noise
206530392,3, Noise,0.6896260000000001, Noise
206530625,3, Noise,0.51064, Noise
206530629,3,OTHPER,0.536801,OTHPER
206530640,3,OTHPER,0.569612,OTHPER
206531149,3,OTHPER,0.570365,OTHPER
206531228,3,OTHPER,0.568001,OTHPER
206531534,3,OTHPER,0.841715,OTHPER
206532093,3,    EB,0.891426,    EA
206532876,3,OTHPER,0.522311,OTHPER
206532888,3, Noise,0.547342, Noise
206533249,3, Noise,0.521918, Noise
206533549,3, Noise,0.6555340000000001, Noise
206533581,3,OTHPER,0.6177819999999999,OTHPER
206533747,3,OTHPER,0.502309,OTHPER
206534092,3,OTHPER,0.5159090000000001,OTHPER
206534263,3,OTHPER,0.51517,OTHPER
206534317,3, Noise,0.500416, Noise
206534406,3, Noise,0.686828, Noise
206534619,3, Noise,0.67545, Noise
206535016,3,OTHPER,0.8788739999999999,OTHPER
206535752,3,OTHPER,0.568651,OTHPER
206536335,3, Noise,0.708741, Noise
206536909,3, Noise,0.549399, Noise
206537083,3, Noise,0.500581, Noise
206537267,3,OTHPER,0.5407569999999999,OTHPER
206538217,3,OTHPER,0.5274989999999999,OTHPER
206538307,3, Noise,0.79569, Noise
206538409,3, Noise,0.5547380000000001, Noise
206538751,3, Noise,0.511483, Noise
206539096,3, Noise,0.538938, Noise
206539360,3, Noise,0.557575, Noise
206540311,3, Noise,0.533473, Noise
206540445,3, Noise,0.531799, Noise
206540447,3, Noise,0.548013, Noise
206540710,3,OTHPER,0.792317,OTHPER
206541614,3, Noise,0.59925, Noise
206541895,3, Noise,0.514309, Noise
206542106,3, Noise,0.533047, Noise
206542441,3, Noise,0.798045, Noise
206542561,3, Noise,0.509847, Noise
206542616,3, Noise,0.605504, Noise
206543431,3,OTHPER,0.662358,OTHPER
206544297,3,OTHPER,0.534424,OTHPER
206544567,3,OTHPER,0.907105,OTHPER
206544621,3, Noise,0.5315380000000001, Noise
206545445,3,OTHPER,0.610244,OTHPER
206546238,3, Noise,0.507479, Noise
206546449,3,  RRab,0.879338,  RRab
206546675,3,OTHPER,0.622343,OTHPER
206546759,3,OTHPER,0.619222,OTHPER
206547055,3, Noise,0.537144, Noise
206547892,3,OTHPER,0.578696,OTHPER
206548022,3, Noise,0.762748, Noise
206548335,3,OTHPER,0.5551729999999999,OTHPER
206548569,3, Noise,0.559491, Noise
206549732,3,OTHPER,0.5324909999999999,OTHPER
206549802,3, Noise,0.604773, Noise
206549953,3,OTHPER,0.507995,OTHPER
206550119,3,OTHPER,0.515731,OTHPER
206550779,3, Noise,0.630456, Noise
206551492,3,OTHPER,0.884223,OTHPER
206552665,3, Noise,0.547922, Noise
206553626,3, Noise,0.685311, Noise
206556198,3, Noise,0.510464, Noise
206556269,3, Noise,0.507328, Noise
206558424,3,OTHPER,0.624346,OTHPER
206561712,3,OTHPER,0.609809,OTHPER
210302627,4, Noise,0.540158, Noise
210304352,4,OTHPER,0.546165,OTHPER
210306475,4, Noise,0.545254, Noise
210307221,4, Noise,0.6536930000000001, Noise
210307378,4,OTHPER,0.80887,OTHPER
210308210,4, Noise,0.610263, Noise
210308491,4, Noise,0.7971090000000001, Noise
210308588,4,    EA,0.693717, Noise
210309341,4,OTHPER,0.585857,OTHPER
210310510,4, Noise,0.540682, Noise
210311067,4,OTHPER,0.854857,OTHPER
210311375,4, Noise,0.7801600000000001, Noise
210311535,4,  RRab,0.72055,  RRab
210312506,4,OTHPER,0.735853,OTHPER
210312511,4, Noise,0.857618, Noise
210312947,4, Noise,0.54927, Noise
210312956,4,OTHPER,0.516567,OTHPER
210313844,4, Noise,0.767176, Noise
210314431,4, Noise,0.752341, Noise
210314440,4,OTHPER,0.539072,OTHPER
210314566,4,    EA,0.560825, Noise
210314671,4, Noise,0.6393939999999999, Noise
210315527,4, Noise,0.735155, Noise
210315825,4, Noise,0.53063, Noise
210316742,4,OTHPER,0.538587,OTHPER
210316947,4, Noise,0.6348630000000001, Noise
210317105,4, Noise,0.585835, Noise
210317331,4, Noise,0.51871, Noise
210317378,4,OTHPER,0.597626,OTHPER
210317526,4,OTHPER,0.67464,OTHPER
210317628,4,OTHPER,0.5476489999999999,OTHPER
210318725,4,OTHPER,0.632942,OTHPER
210318953,4, Noise,0.514439, Noise
210319568,4, Noise,0.526562, Noise
210319653,4,OTHPER,0.520246,OTHPER
210319815,4, Noise,0.739911, Noise
210320059,4,    EA,0.606434, Noise
210320099,4, Noise,0.536413, Noise
210320253,4,    EA,0.577527, Noise
210320522,4,OTHPER,0.541148,OTHPER
210320835,4, Noise,0.517257, Noise
210321100,4,OTHPER,0.577658,OTHPER
210321339,4,OTHPER,0.5565479999999999,OTHPER
210321520,4, Noise,0.559082, Noise
210321968,4, Noise,0.733125, Noise
210322126,4,  RRab,0.714407,  RRab
210322242,4, Noise,0.5471, Noise
210322349,4, Noise,0.687396, Noise
210322477,4,OTHPER,0.796647,OTHPER
210322499,4,OTHPER,0.5080640000000001,OTHPER
210322505,4, Noise,0.686311, Noise
210322534,4,OTHPER,0.582583,OTHPER
210322796,4,OTHPER,0.533458,OTHPER
210323006,4,OTHPER,0.5844659999999999,OTHPER
210323140,4, Noise,0.562438, Noise
210323198,4,OTHPER,0.798183,OTHPER
210323331,4,OTHPER,0.596978,OTHPER
210323478,4, Noise,0.752559, Noise
210323749,4, Noise,0.7858350000000001, Noise
210323797,4,OTHPER,0.6046779999999999,OTHPER
210323805,4, Noise,0.5569390000000001, Noise
210323900,4, Noise,0.6784979999999999, Noise
210324150,4,OTHPER,0.602429,OTHPER
210324165,4,OTHPER,0.510076,OTHPER
210324184,4,OTHPER,0.902872,OTHPER
210324198,4,OTHPER,0.90346,OTHPER
210324263,4, Noise,0.5020720000000001, Noise
210324363,4, Noise,0.549614, Noise
210324926,4,OTHPER,0.513339,OTHPER
210324940,4, Noise,0.5613779999999999, Noise
210325131,4,    EA,0.5827720000000001, Noise
210325299,4, Noise,0.547244, Noise
210326016,4, Noise,0.653012, Noise
210326019,4, Noise,0.511637, Noise
210326160,4, Noise,0.705288, Noise
210326245,4,OTHPER,0.598692,OTHPER
210326472,4, Noise,0.517937, Noise
210326681,4,OTHPER,0.579073,OTHPER
210326779,4, Noise,0.875123, Noise
210326784,4,OTHPER,0.542726,OTHPER
210327051,4, Noise,0.614261, Noise
210327065,4, Noise,0.922672, Noise
210327256,4, Noise,0.57084, Noise
210327264,4, Noise,0.608754, Noise
210327391,4, Noise,0.6960109999999999, Noise
210327399,4,OTHPER,0.918519,OTHPER
210327910,4,OTHPER,0.691629,OTHPER
210328077,4,OTHPER,0.517853,OTHPER
210328949,4,OTHPER,0.693381,OTHPER
210329073,4,OTHPER,0.544248,OTHPER
210329615,4, Noise,0.688515, Noise
210329670,4,OTHPER,0.568575,OTHPER
210329711,4, Noise,0.697553, Noise
210329745,4, Noise,0.500776, Noise
210329876,4,OTHPER,0.5519390000000001,OTHPER
210330338,4, Noise,0.8880170000000001, Noise
210331185,4,OTHPER,0.667183,OTHPER
210331421,4,OTHPER,0.552566,OTHPER
210331473,4, Noise,0.691052, Noise
210331765,4,OTHPER,0.986406,OTHPER
210331848,4,OTHPER,0.536457,OTHPER
210331908,4,OTHPER,0.500062,OTHPER
210332019,4,OTHPER,0.673964,OTHPER
210332154,4,OTHPER,0.5389729999999999,OTHPER
210332895,4,OTHPER,0.552899,OTHPER
210333158,4, Noise,0.523827, Noise
210333193,4,OTHPER,0.7824979999999999,OTHPER
210333258,4,OTHPER,0.542288,OTHPER
210333335,4,OTHPER,0.5816979999999999,OTHPER
210333478,4,OTHPER,0.5741609999999999,OTHPER
210333577,4, Noise,0.606014, Noise
210333653,4,OTHPER,0.660378,OTHPER
210333993,4, Noise,0.626627, Noise
210334087,4,OTHPER,0.559062,OTHPER
210335277,4, Noise,0.531583, Noise
210335311,4,OTHPER,0.5278430000000001,OTHPER
210335351,4, Noise,0.507984, Noise
210335394,4,OTHPER,0.51258,OTHPER
210335514,4,OTHPER,0.774834,OTHPER
210335583,4, Noise,0.7699630000000001, Noise
210335803,4,OTHPER,0.52655,OTHPER
210335817,4, Noise,0.621174, Noise
210335889,4, Noise,0.697878, Noise
210336286,4,OTHPER,0.8356899999999999,OTHPER
210336461,4,OTHPER,0.872238,OTHPER
210336845,4, Noise,0.656189, Noise
210336890,4,    EA,0.550474, Noise
210336897,4, Noise,0.545626, Noise
210337288,4,OTHPER,0.591442,OTHPER
210337911,4, Noise,0.519001, Noise
210337961,4,OTHPER,0.597839,OTHPER
210338118,4,OTHPER,0.5250060000000001,OTHPER
210338231,4, Noise,0.700551, Noise
210338347,4,OTHPER,0.54368,OTHPER
210338425,4, Noise,0.510225, Noise
210338525,4,OTHPER,0.527142,OTHPER
210338796,4,OTHPER,0.644845,OTHPER
210338814,4, Noise,0.588986, Noise
210338993,4,OTHPER,0.7819560000000001,OTHPER
210339021,4, Noise,0.520358, Noise
210339048,4, Noise,0.564924, Noise
210339090,4, Noise,0.6144270000000001, Noise
210339301,4, Noise,0.522703, Noise
210339733,4,OTHPER,0.63083,OTHPER
210339837,4,OTHPER,0.841867,OTHPER
210340058,4, Noise,0.688828, Noise
210340480,4,OTHPER,0.75674,OTHPER
210340693,4,OTHPER,0.590507,OTHPER
210340787,4, Noise,0.5922069999999999, Noise
210341214,4,OTHPER,0.5223140000000001,OTHPER
210341241,4,OTHPER,0.586703,OTHPER
210341295,4, Noise,0.61955, Noise
210341408,4, Noise,0.738196, Noise
