,epic_number,Campaign,DJA_Class,Probability,Class
8320,210318953,4, Noise,0.514439, Noise
8321,210319568,4, Noise,0.526562, Noise
8322,210319653,4,OTHPER,0.520246,OTHPER
8323,210319815,4, Noise,0.739911, Noise
8324,210320059,4,    EA,0.606434, Noise
8325,210320099,4, Noise,0.536413, Noise
8326,210320253,4,    EA,0.577527, Noise
8327,210320522,4,OTHPER,0.541148,OTHPER
8328,210320835,4, Noise,0.517257, Noise
8329,210321100,4,OTHPER,0.577658,OTHPER
8330,210321339,4,OTHPER,0.5565479999999999,OTHPER
8331,210321520,4, Noise,0.559082, Noise
8332,210321968,4, Noise,0.733125, Noise
8333,210322126,4,  RRab,0.714407,  RRab
8334,210322242,4, Noise,0.5471, Noise
8335,210322349,4, Noise,0.687396, Noise
8336,210322477,4,OTHPER,0.796647,OTHPER
8337,210322499,4,OTHPER,0.5080640000000001,OTHPER
8338,210322505,4, Noise,0.686311, Noise
8339,210322534,4,OTHPER,0.582583,OTHPER
8340,210322796,4,OTHPER,0.533458,OTHPER
8341,210323006,4,OTHPER,0.5844659999999999,OTHPER
8342,210323140,4, Noise,0.562438, Noise
8343,210323198,4,OTHPER,0.798183,OTHPER
8344,210323331,4,OTHPER,0.596978,OTHPER
8345,210323478,4, Noise,0.752559, Noise
8346,210323749,4, Noise,0.7858350000000001, Noise
8347,210323797,4,OTHPER,0.6046779999999999,OTHPER
8348,210323805,4, Noise,0.5569390000000001, Noise
8349,210323900,4, Noise,0.6784979999999999, Noise
8350,210324150,4,OTHPER,0.602429,OTHPER
8351,210324165,4,OTHPER,0.510076,OTHPER
8352,210324184,4,OTHPER,0.902872,OTHPER
8353,210324198,4,OTHPER,0.90346,OTHPER
8354,210324263,4, Noise,0.5020720000000001, Noise
8355,210324363,4, Noise,0.549614, Noise
8356,210324926,4,OTHPER,0.513339,OTHPER
8357,210324940,4, Noise,0.5613779999999999, Noise
8358,210325131,4,    EA,0.5827720000000001, Noise
8359,210325299,4, Noise,0.547244, Noise
8360,210326016,4, Noise,0.653012, Noise
8361,210326019,4, Noise,0.511637, Noise
8362,210326160,4, Noise,0.705288, Noise
8363,210326245,4,OTHPER,0.598692,OTHPER
8364,210326472,4, Noise,0.517937, Noise
8365,210326681,4,OTHPER,0.579073,OTHPER
8366,210326779,4, Noise,0.875123, Noise
8367,210326784,4,OTHPER,0.542726,OTHPER
8368,210327051,4, Noise,0.614261, Noise
8369,210327065,4, Noise,0.922672, Noise
8370,210327256,4, Noise,0.57084, Noise
8371,210327264,4, Noise,0.608754, Noise
8372,210327391,4, Noise,0.6960109999999999, Noise
8373,210327399,4,OTHPER,0.918519,OTHPER
8374,210327910,4,OTHPER,0.691629,OTHPER
8375,210328077,4,OTHPER,0.517853,OTHPER
8376,210328949,4,OTHPER,0.693381,OTHPER
8377,210329073,4,OTHPER,0.544248,OTHPER
8378,210329615,4, Noise,0.688515, Noise
8379,210329670,4,OTHPER,0.568575,OTHPER
8380,210329711,4, Noise,0.697553, Noise
8381,210329745,4, Noise,0.500776, Noise
8382,210329876,4,OTHPER,0.5519390000000001,OTHPER
8383,210330338,4, Noise,0.8880170000000001, Noise
8384,210331185,4,OTHPER,0.667183,OTHPER
8385,210331421,4,OTHPER,0.552566,OTHPER
8386,210331473,4, Noise,0.691052, Noise
8387,210331765,4,OTHPER,0.986406,OTHPER
8388,210331848,4,OTHPER,0.536457,    EB
8389,210331908,4,OTHPER,0.500062,OTHPER
8390,210332019,4,OTHPER,0.673964,OTHPER
8391,210332154,4,OTHPER,0.5389729999999999,OTHPER
8392,210332895,4,OTHPER,0.552899,OTHPER
8393,210333158,4, Noise,0.523827, Noise
8394,210333193,4,OTHPER,0.7824979999999999,OTHPER
8395,210333258,4,OTHPER,0.542288,OTHPER
8396,210333335,4,OTHPER,0.5816979999999999,OTHPER
8397,210333478,4,OTHPER,0.5741609999999999,OTHPER
8398,210333577,4, Noise,0.606014, Noise
8399,210333653,4,OTHPER,0.660378,OTHPER
8400,210333993,4, Noise,0.626627, Noise
8401,210334087,4,OTHPER,0.559062,OTHPER
8402,210335277,4, Noise,0.531583, Noise
8403,210335311,4,OTHPER,0.5278430000000001,OTHPER
8404,210335351,4, Noise,0.507984, Noise
8405,210335394,4,OTHPER,0.51258,OTHPER
8406,210335514,4,OTHPER,0.774834,OTHPER
8407,210335583,4, Noise,0.7699630000000001, Noise
8408,210335803,4,OTHPER,0.52655,OTHPER
8409,210335817,4, Noise,0.621174, Noise
8410,210335889,4, Noise,0.697878, Noise
8411,210336286,4,OTHPER,0.8356899999999999,OTHPER
8412,210336461,4,OTHPER,0.872238,OTHPER
8413,210336845,4, Noise,0.656189, Noise
8414,210336890,4,    EA,0.550474, Noise
8415,210336897,4, Noise,0.545626, Noise
8416,210337288,4,OTHPER,0.591442,OTHPER
8417,210337911,4, Noise,0.519001, Noise
8418,210337961,4,OTHPER,0.597839,OTHPER
8419,210338118,4,OTHPER,0.5250060000000001,OTHPER
8420,210338231,4, Noise,0.700551, Noise
8421,210338347,4,OTHPER,0.54368,OTHPER
8422,210338425,4, Noise,0.510225, Noise
8423,210338525,4,OTHPER,0.527142,OTHPER
8424,210338796,4,OTHPER,0.644845,OTHPER
8425,210338814,4, Noise,0.588986, Noise
8426,210338993,4,OTHPER,0.7819560000000001,OTHPER
8427,210339021,4, Noise,0.520358, Noise
8428,210339048,4, Noise,0.564924, Noise
8429,210339090,4, Noise,0.6144270000000001, Noise
8430,210339301,4, Noise,0.522703, Noise
8431,210339733,4,OTHPER,0.63083,OTHPER
8432,210339837,4,OTHPER,0.841867,OTHPER
8433,210340058,4, Noise,0.688828, Noise
8434,210340480,4,OTHPER,0.75674,OTHPER
8435,210340693,4,OTHPER,0.590507,OTHPER
8436,210340787,4, Noise,0.5922069999999999, Noise
8437,210341214,4,OTHPER,0.5223140000000001,OTHPER
8438,210341241,4,OTHPER,0.586703,OTHPER
8439,210341295,4, Noise,0.61955, Noise
8440,210341408,4, Noise,0.738196, Noise
8441,210341801,4, Noise,0.5160060000000001, Noise
8442,210341985,4, Noise,0.5428109999999999, Noise
8443,210342145,4, Noise,0.516562, Noise
8444,210342168,4, Noise,0.523247, Noise
8445,210342263,4,OTHPER,0.529425,OTHPER
8446,210342315,4,OTHPER,0.801896,OTHPER
8447,210342593,4,OTHPER,0.551387,OTHPER
8448,210342649,4, Noise,0.684656, Noise
8449,210343070,4, Noise,0.515239, Noise
8450,210343180,4,OTHPER,0.582968,OTHPER
8451,210343184,4, Noise,0.5662010000000001, Noise
8452,210343383,4, Noise,0.788708, Noise
8453,210343450,4,OTHPER,0.5853109999999999,OTHPER
8454,210343508,4, Noise,0.765825, Noise
8455,210343581,4,  RRab,0.976407,  RRab
8456,210343755,4,OTHPER,0.507743,OTHPER
8457,210343769,4,OTHPER,0.607394,OTHPER
8458,210343796,4, Noise,0.687138, Noise
8459,210343819,4, Noise,0.523887, Noise
8460,210343864,4, Noise,0.513423, Noise
8461,210343935,4,OTHPER,0.673197,OTHPER
8462,210344053,4,OTHPER,0.528879,OTHPER
8463,210344106,4,OTHPER,0.601508,OTHPER
8464,210344373,4,    EA,0.517683,OTHPER
8465,210344532,4,  GDOR,0.843742,  GDOR
8466,210344563,4, Noise,0.514104, Noise
8467,210344703,4,OTHPER,0.519541,OTHPER
8468,210344877,4,OTHPER,0.649123,OTHPER
8469,210345113,4, Noise,0.547463, Noise
8470,210345150,4,OTHPER,0.7932939999999999,OTHPER
8471,210345183,4, Noise,0.627106, Noise
8472,210345266,4, Noise,0.8630760000000001, Noise
8473,210345296,4,OTHPER,0.938723,OTHPER
8474,210345523,4,OTHPER,0.8296520000000001,OTHPER
8475,210345602,4,OTHPER,0.5230199999999999,OTHPER
8476,210345648,4,  RRab,0.594694,  RRab
8477,210345761,4, Noise,0.645421, Noise
8478,210346038,4,OTHPER,0.917554,OTHPER
8479,210346054,4, Noise,0.758776, Noise
8480,210346126,4,OTHPER,0.603908,OTHPER
8481,210346328,4,OTHPER,0.542233,OTHPER
8482,210346490,4, Noise,0.716147, Noise
8483,210346652,4, Noise,0.514649, Noise
8484,210346718,4, Noise,0.801563, Noise
8485,210346920,4, Noise,0.636065, Noise
8486,210346974,4, Noise,0.701855, Noise
8487,210347149,4,OTHPER,0.747015,OTHPER
8488,210347188,4, Noise,0.5116430000000001, Noise
8489,210347334,4,OTHPER,0.7486010000000001,OTHPER
8490,210347435,4, Noise,0.502145, Noise
8491,210347498,4,OTHPER,0.762867,OTHPER
8492,210347560,4, Noise,0.605028, Noise
8493,210347587,4,OTHPER,0.69681,OTHPER
8494,210347636,4,    EA,0.558769, Noise
8495,210347660,4,OTHPER,0.581354,OTHPER
8496,210347847,4, Noise,0.53095, Noise
8497,210348007,4, Noise,0.81999, Noise
8498,210348052,4,OTHPER,0.6777270000000001,OTHPER
8499,210348109,4,OTHPER,0.726142,OTHPER
8500,210348175,4, DSCUT,0.703545, DSCUT
8501,210348194,4,OTHPER,0.765155,OTHPER
8502,210348362,4, Noise,0.526428, Noise
8503,210348474,4, Noise,0.687421, Noise
8504,210348636,4, Noise,0.50176, Noise
8505,210348659,4,OTHPER,0.688481,OTHPER
8506,210348825,4, Noise,0.8361120000000001, Noise
8507,210348848,4, Noise,0.637319, Noise
8508,210348906,4, Noise,0.685999, Noise
8509,210349031,4, Noise,0.511627, Noise
8510,210349156,4,OTHPER,0.619749,OTHPER
8511,210349185,4, Noise,0.52837, Noise
8512,210349188,4,OTHPER,0.675646,OTHPER
8513,210349194,4, Noise,0.549976, Noise
8514,210349206,4,OTHPER,0.8011189999999999,OTHPER
8515,210349237,4,OTHPER,0.580483,OTHPER
8516,210349268,4,OTHPER,0.612711,OTHPER
8517,210349414,4,OTHPER,0.521913,OTHPER
8518,210349838,4,OTHPER,0.971175,OTHPER
8519,210349873,4,OTHPER,0.804763,OTHPER
8520,210350167,4,OTHPER,0.502364,OTHPER
8521,210350168,4,OTHPER,0.52307,OTHPER
8522,210350446,4,OTHPER,0.714438,OTHPER
8523,210350562,4,OTHPER,0.5709609999999999,OTHPER
8524,210350618,4, Noise,0.504825, Noise
8525,210350646,4, Noise,0.8406440000000001, Noise
8526,210350808,4, Noise,0.606851, Noise
8527,210351176,4,OTHPER,0.6230140000000001,OTHPER
8528,210351283,4, Noise,0.533551, Noise
8529,210351339,4, Noise,0.626414, Noise
8530,210351434,4, Noise,0.507776, Noise
8531,210351472,4, Noise,0.658954, Noise
8532,210351536,4,OTHPER,0.946615,OTHPER
8533,210351746,4,OTHPER,0.552774,OTHPER
8534,210351800,4,OTHPER,0.570767,OTHPER
8535,210351924,4,OTHPER,0.525539,OTHPER
8536,210351973,4, Noise,0.530526, Noise
8537,210352139,4, Noise,0.535434, Noise
8538,210352179,4, Noise,0.511193, Noise
8539,210352195,4, Noise,0.747687, Noise
8540,210352251,4, Noise,0.754097, Noise
8541,210352357,4,OTHPER,0.505192,OTHPER
8542,210352451,4, Noise,0.708403, Noise
8543,210352532,4, Noise,0.503876, Noise
8544,210352551,4, Noise,0.544713, Noise
8545,210352573,4, Noise,0.6308600000000001, Noise
8546,210352614,4, Noise,0.528795, Noise
8547,210352751,4, Noise,0.702116, Noise
8548,210352774,4, Noise,0.539321, Noise
8549,210352799,4,  GDOR,0.899057,  GDOR
8550,210353030,4,OTHPER,0.877282,OTHPER
8551,210353063,4, Noise,0.523977, Noise
8552,210353184,4,OTHPER,0.97146,OTHPER
8553,210353211,4,OTHPER,0.78145,OTHPER
8554,210353272,4, Noise,0.561041, Noise
8555,210353444,4,OTHPER,0.5213899999999999,OTHPER
8556,210353740,4,OTHPER,0.982605,OTHPER
8557,210353859,4,OTHPER,0.5000720000000001,OTHPER
8558,210353894,4, Noise,0.845666, Noise
8559,210353939,4,OTHPER,0.65898,OTHPER
8560,210353952,4,OTHPER,0.647633,OTHPER
8561,210354035,4, Noise,0.517705, Noise
8562,210354103,4,OTHPER,0.514444,OTHPER
8563,210354368,4,OTHPER,0.90524,OTHPER
8564,210354399,4,OTHPER,0.714399,OTHPER
8565,210354551,4, Noise,0.5035689999999999, Noise
8566,210354643,4,OTHPER,0.8750459999999999,OTHPER
8567,210354724,4, Noise,0.6312369999999999, Noise
8568,210354900,4, Noise,0.561867, Noise
8569,210354910,4,OTHPER,0.5099100000000001,OTHPER
8570,210354942,4, Noise,0.6911010000000001, Noise
8571,210355180,4, Noise,0.5915090000000001, Noise
8572,210355209,4, Noise,0.5576409999999999, Noise
8573,210355220,4,OTHPER,0.814559,OTHPER
8574,210355269,4,    EB,0.62605,    EB
8575,210355311,4,OTHPER,0.784528,OTHPER
8576,210355372,4,OTHPER,0.6708390000000001,OTHPER
8577,210355410,4,OTHPER,0.5236069999999999,OTHPER
8578,210355435,4,OTHPER,0.869132,OTHPER
8579,210355463,4, Noise,0.87918, Noise
8580,210355498,4,OTHPER,0.538802,OTHPER
8581,210355538,4,OTHPER,0.84591,OTHPER
8582,210355586,4, Noise,0.777492, Noise
8583,210355590,4,    EA,0.5663050000000001, Noise
8584,210355746,4,OTHPER,0.921116,OTHPER
8585,210355954,4,OTHPER,0.80381,OTHPER
8586,210355970,4,OTHPER,0.665046,OTHPER
8587,210356056,4, Noise,0.6204390000000001, Noise
8588,210356147,4,OTHPER,0.967027,OTHPER
8589,210356152,4, Noise,0.645403, Noise
8590,210356327,4, Noise,0.558524, Noise
8591,210356407,4,OTHPER,0.597342,OTHPER
8592,210356639,4,OTHPER,0.564112,OTHPER
8593,210356674,4,OTHPER,0.560045,OTHPER
8594,210356761,4, Noise,0.626847, Noise
8595,210356938,4, Noise,0.692042, Noise
8596,210356961,4,OTHPER,0.986998,OTHPER
8597,210357006,4, Noise,0.804815, Noise
8598,210357016,4, Noise,0.696221, Noise
8599,210357078,4,OTHPER,0.927609,OTHPER
8600,210357131,4, Noise,0.5378729999999999, Noise
8601,210357206,4, Noise,0.739923, Noise
8602,210357282,4,OTHPER,0.5842430000000001,OTHPER
8603,210357284,4,OTHPER,0.7030029999999999,OTHPER
8604,210357444,4, Noise,0.807321, Noise
8605,210357460,4,OTHPER,0.589422,OTHPER
8606,210357660,4,OTHPER,0.517263,OTHPER
8607,210357751,4,OTHPER,0.931247,OTHPER
8608,210357981,4, Noise,0.939008, Noise
8609,210358034,4,OTHPER,0.909105,OTHPER
8610,210358075,4,OTHPER,0.946405,OTHPER
8611,210358086,4,OTHPER,0.54415,OTHPER
8612,210358104,4,OTHPER,0.575349,OTHPER
8613,210358120,4, Noise,0.8468530000000001, Noise
8614,210358125,4, Noise,0.519843, Noise
8615,210358349,4,OTHPER,0.586242,OTHPER
8616,210358369,4, Noise,0.762927, Noise
8617,210358583,4,OTHPER,0.531064,OTHPER
8618,210358663,4, Noise,0.5228229999999999, Noise
8619,210358828,4,OTHPER,0.50973,OTHPER
8620,210358865,4, Noise,0.570042, Noise
8621,210358866,4, Noise,0.547369, Noise
8622,210358951,4,OTHPER,0.587883,OTHPER
8623,210359088,4,OTHPER,0.776302,OTHPER
8624,210359101,4,OTHPER,0.6661560000000001,OTHPER
8625,210359198,4, Noise,0.584055, Noise
8626,210359234,4, Noise,0.679578, Noise
8627,210359296,4, Noise,0.794748, Noise
8628,210359394,4,OTHPER,0.53108,OTHPER
8629,210359427,4, Noise,0.508867, Noise
8630,210359469,4,OTHPER,0.5341739999999999,OTHPER
8631,210359722,4,OTHPER,0.7683409999999999,OTHPER
8632,210359732,4, Noise,0.5769380000000001, Noise
8633,210359769,4,OTHPER,0.92306,OTHPER
8634,210359844,4, Noise,0.576431, Noise
8635,210360013,4,OTHPER,0.638253,OTHPER
8636,210360545,4, Noise,0.597626, Noise
8637,210360629,4, Noise,0.789797, Noise
8638,210360804,4, Noise,0.5051100000000001, Noise
8639,210360901,4,    EB,0.519749,    EB
8640,210360910,4,OTHPER,0.7207210000000001,OTHPER
8641,210361003,4, Noise,0.674802, Noise
8642,210361038,4, Noise,0.752911, Noise
8643,210361116,4, Noise,0.52874, Noise
8644,210361160,4,OTHPER,0.8453229999999999,OTHPER
8645,210361187,4,OTHPER,0.8869299999999999,OTHPER
8646,210361245,4,OTHPER,0.731408,OTHPER
8647,210361271,4, Noise,0.653465, Noise
8648,210361325,4,OTHPER,0.621736,OTHPER
8649,210361458,4, Noise,0.576575, Noise
8650,210361551,4,    EB,0.749744,    EB
8651,210361663,4,OTHPER,0.833076,OTHPER
8652,210361707,4, Noise,0.687855, Noise
8653,210361757,4, Noise,0.816285, Noise
8654,210361763,4, Noise,0.535371, Noise
8655,210361885,4,    EB,0.730437,    EB
8656,210361901,4,OTHPER,0.5129779999999999,OTHPER
8657,210362003,4,OTHPER,0.770133,OTHPER
8658,210362013,4,OTHPER,0.585763,OTHPER
8659,210362054,4, Noise,0.507051, Noise
8660,210362393,4,OTHPER,0.651143,OTHPER
8661,210362551,4, Noise,0.626216, Noise
8662,210362637,4, Noise,0.879482, Noise
8663,210362668,4, Noise,0.742149, Noise
8664,210362732,4, Noise,0.728625, Noise
8665,210362737,4, Noise,0.509043, Noise
8666,210362767,4,OTHPER,0.818292,OTHPER
8667,210362768,4, Noise,0.608597, Noise
8668,210362818,4,OTHPER,0.656155,OTHPER
8669,210362829,4,OTHPER,0.893423,OTHPER
8670,210362869,4, Noise,0.6255970000000001, Noise
8671,210362936,4,OTHPER,0.785445,OTHPER
8672,210362959,4, Noise,0.501876, Noise
8673,210362983,4, Noise,0.581719, Noise
8674,210363131,4, Noise,0.5435939999999999, Noise
8675,210363145,4,OTHPER,0.8505030000000001,OTHPER
8676,210363300,4, Noise,0.668507, Noise
8677,210363388,4, Noise,0.5432319999999999, Noise
8678,210363457,4, Noise,0.621341, Noise
8679,210363519,4, Noise,0.552566, Noise
8680,210363521,4, Noise,0.665773, Noise
8681,210363526,4, Noise,0.527845, Noise
8682,210363545,4,OTHPER,0.715079,OTHPER
8683,210363732,4, Noise,0.541931, Noise
8684,210363752,4, Noise,0.778509, Noise
8685,210363821,4,OTHPER,0.502979,OTHPER
8686,210363853,4, Noise,0.5903520000000001, Noise
8687,210363904,4, Noise,0.623131, Noise
8688,210363994,4, Noise,0.587731, Noise
8689,210364503,4, Noise,0.631526, Noise
8690,210364602,4,OTHPER,0.8663700000000001,OTHPER
8691,210364610,4,OTHPER,0.561787,OTHPER
8692,210364628,4, Noise,0.58873, Noise
8693,210364668,4, Noise,0.5172800000000001, Noise
8694,210364896,4,OTHPER,0.937133,OTHPER
8695,210365070,4, Noise,0.535457, Noise
8696,210365110,4, Noise,0.660291, Noise
8697,210365113,4, Noise,0.571808, Noise
8698,210365118,4,OTHPER,0.6039720000000001,OTHPER
8699,210365294,4, Noise,0.685909, Noise
8700,210365381,4, Noise,0.52185, Noise
8701,210365481,4,OTHPER,0.835585,OTHPER
8702,210365511,4,OTHPER,0.60695,OTHPER
8703,210365514,4,OTHPER,0.7558060000000001,OTHPER
8704,210365600,4, Noise,0.58329, Noise
8705,210365771,4,OTHPER,0.5010439999999999,OTHPER
8706,210365922,4,OTHPER,0.810537,OTHPER
8707,210366107,4,OTHPER,0.819299,    EB
8708,210366324,4,OTHPER,0.520278,OTHPER
8709,210366338,4,OTHPER,0.841814,OTHPER
8710,210366357,4,OTHPER,0.6539699999999999,OTHPER
8711,210366358,4,OTHPER,0.6571140000000001,OTHPER
8712,210366367,4,OTHPER,0.8289979999999999,OTHPER
8713,210366515,4, Noise,0.805887, Noise
8714,210366718,4, Noise,0.736462, Noise
8715,210366728,4, Noise,0.578425, Noise
8716,210366761,4,OTHPER,0.783967,OTHPER
8717,210366776,4,OTHPER,0.5687949999999999,OTHPER
8718,210366981,4, Noise,0.697843, Noise
8719,210367064,4, Noise,0.501553, Noise
8720,210367072,4,OTHPER,0.613269,OTHPER
8721,210367085,4, Noise,0.502632, Noise
8722,210367122,4,OTHPER,0.816652,OTHPER
8723,210367139,4, Noise,0.77785, Noise
8724,210367184,4,OTHPER,0.645208,OTHPER
8725,210367189,4, Noise,0.773209, Noise
8726,210367220,4,    EB,0.639999,    EB
8727,210367238,4,OTHPER,0.542176,OTHPER
8728,210367322,4, Noise,0.5501060000000001, Noise
8729,210367333,4, Noise,0.572468, Noise
8730,210367456,4, Noise,0.546338, Noise
8731,210367469,4,OTHPER,0.908172,OTHPER
8732,210367639,4,OTHPER,0.5234949999999999,OTHPER
8733,210367940,4,OTHPER,0.565941,OTHPER
8734,210367977,4,OTHPER,0.7817189999999999,OTHPER
8735,210368243,4, Noise,0.515308, Noise
8736,210368367,4,OTHPER,0.558567,OTHPER
8737,210368383,4, Noise,0.545635, Noise
8738,210368390,4,OTHPER,0.555013,OTHPER
8739,210368430,4,OTHPER,0.614386,OTHPER
8740,210368520,4,OTHPER,0.657883,OTHPER
8741,210368746,4, Noise,0.663475, Noise
8742,210368960,4,OTHPER,0.564654,OTHPER
8743,210369015,4, Noise,0.735347, Noise
8744,210369155,4,OTHPER,0.536975,OTHPER
8745,210369163,4,OTHPER,0.875459,OTHPER
8746,210369231,4,OTHPER,0.779813,OTHPER
8747,210369347,4,OTHPER,0.970227,OTHPER
8748,210369417,4, Noise,0.72459, Noise
8749,210369453,4, Noise,0.503772, Noise
8750,210369570,4, Noise,0.559707, Noise
8751,210369815,4, Noise,0.6358729999999999, Noise
8752,210369887,4, Noise,0.50994, Noise
8753,210369930,4,OTHPER,0.50616,OTHPER
8754,210370088,4,OTHPER,0.728873,OTHPER
8755,210370134,4,OTHPER,0.514325,OTHPER
8756,210370150,4,OTHPER,0.963777,OTHPER
8757,210370237,4, Noise,0.53595, Noise
8758,210370249,4,OTHPER,0.521066,OTHPER
8759,210370462,4, Noise,0.774864, Noise
8760,210370582,4, Noise,0.731486, Noise
8761,210370729,4,    EB,0.996849,    EB
8762,210370843,4, Noise,0.70929, Noise
8763,210371034,4, Noise,0.517789, Noise
8764,210371175,4, Noise,0.585264, Noise
8765,210371269,4,OTHPER,0.596875,OTHPER
8766,210371296,4, Noise,0.519077, Noise
8767,210371471,4,OTHPER,0.646353,OTHPER
8768,210371630,4, Noise,0.753266, Noise
8769,210371702,4,OTHPER,0.551149,OTHPER
8770,210371757,4, Noise,0.719076, Noise
8771,210371851,4, Noise,0.72437, Noise
8772,210371890,4,OTHPER,0.727377,OTHPER
8773,210371894,4,OTHPER,0.649346,OTHPER
8774,210371951,4, Noise,0.618425, Noise
8775,210371998,4,OTHPER,0.647629,OTHPER
8776,210372124,4, Noise,0.719879, Noise
8777,210372178,4, Noise,0.506049, Noise
8778,210372185,4, Noise,0.769042, Noise
8779,210372242,4,OTHPER,0.717344,OTHPER
8780,210372266,4, Noise,0.715303, Noise
8781,210372276,4,OTHPER,0.51259,OTHPER
8782,210372277,4, Noise,0.574002, Noise
8783,210372335,4, Noise,0.784287, Noise
8784,210372381,4, Noise,0.539165, Noise
8785,210372486,4,OTHPER,0.772442,OTHPER
8786,210372527,4,OTHPER,0.604603,OTHPER
8787,210372533,4, Noise,0.590572, Noise
8788,210372619,4,OTHPER,0.7923020000000001,OTHPER
8789,210372654,4,OTHPER,0.916444,OTHPER
8790,210372741,4,OTHPER,0.623958,OTHPER
8791,210372773,4, Noise,0.7857529999999999, Noise
8792,210372853,4, Noise,0.5762729999999999, Noise
8793,210372860,4,OTHPER,0.593063,OTHPER
8794,210372865,4, Noise,0.526511, Noise
8795,210372872,4,OTHPER,0.5608529999999999,OTHPER
8796,210372930,4, Noise,0.591122, Noise
8797,210373028,4, Noise,0.54878, Noise
8798,210373067,4, Noise,0.651699, Noise
8799,210373111,4, DSCUT,0.657842, DSCUT
8800,210373134,4, Noise,0.5545760000000001, Noise
8801,210373178,4,OTHPER,0.66284,OTHPER
8802,210373197,4, Noise,0.5202260000000001, Noise
8803,210373234,4,OTHPER,0.5746720000000001,OTHPER
8804,210373325,4,OTHPER,0.914707,OTHPER
8805,210373387,4, Noise,0.555111, Noise
8806,210373390,4, Noise,0.7419560000000001, Noise
8807,210373592,4, Noise,0.736356, Noise
8808,210373705,4, Noise,0.744267, Noise
8809,210373887,4,OTHPER,0.646257,OTHPER
8810,210374010,4, Noise,0.532356, Noise
8811,210374056,4, DSCUT,0.840551, DSCUT
8812,210374082,4, Noise,0.806563, Noise
8813,210374163,4, Noise,0.506113, Noise
8814,210374240,4,OTHPER,0.512935,OTHPER
8815,210374294,4,OTHPER,0.817332,OTHPER
8816,210374520,4, Noise,0.711581, Noise
8817,210374620,4,OTHPER,0.71764,OTHPER
8818,210374707,4, Noise,0.807037, Noise
8819,210374729,4,OTHPER,0.50612,OTHPER
8820,210374847,4,OTHPER,0.688991,OTHPER
8821,210374966,4, Noise,0.617484, Noise
8822,210375079,4, Noise,0.694397, Noise
8823,210375093,4, Noise,0.666006, Noise
8824,210375231,4, Noise,0.623096, Noise
8825,210375265,4, Noise,0.5310090000000001, Noise
8826,210375290,4,    EA,0.962468,    EA
8827,210375375,4,OTHPER,0.5963069999999999,OTHPER
8828,210375563,4, Noise,0.560682, Noise
8829,210375568,4, Noise,0.658412, Noise
8830,210375581,4, Noise,0.551325, Noise
8831,210375697,4,OTHPER,0.617646,OTHPER
8832,210375765,4, DSCUT,0.73822, DSCUT
8833,210375896,4, Noise,0.577806, Noise
8834,210375985,4,OTHPER,0.7517189999999999,OTHPER
8835,210376024,4,OTHPER,0.552441,OTHPER
8836,210376109,4, Noise,0.8002229999999999, Noise
8837,210376310,4, Noise,0.520202, Noise
8838,210376318,4,OTHPER,0.664203,OTHPER
8839,210376335,4,OTHPER,0.619524,OTHPER
8840,210376350,4, Noise,0.757488, Noise
8841,210376448,4, Noise,0.775334, Noise
8842,210376462,4,OTHPER,0.910448,OTHPER
8843,210376470,4, Noise,0.522373, Noise
8844,210376542,4, Noise,0.511542, Noise
8845,210376554,4, Noise,0.5259520000000001, Noise
8846,210376588,4,OTHPER,0.5333720000000001,OTHPER
8847,210376663,4,OTHPER,0.923766,OTHPER
8848,210376697,4, Noise,0.66161, Noise
8849,210376737,4, Noise,0.6680149999999999, Noise
8850,210376787,4, Noise,0.5035109999999999, Noise
8851,210376837,4, Noise,0.682952, Noise
8852,210376917,4,OTHPER,0.717029,OTHPER
8853,210376983,4,OTHPER,0.556275,OTHPER
8854,210377014,4, Noise,0.680779, Noise
8855,210377089,4, Noise,0.5080319999999999, Noise
8856,210377109,4, Noise,0.587647, Noise
8857,210377280,4, Noise,0.7314729999999999, Noise
8858,210377666,4, Noise,0.628858, Noise
8859,210377853,4, Noise,0.669039, Noise
8860,210377879,4, Noise,0.608737, Noise
8861,210377906,4, Noise,0.595661, Noise
8862,210378032,4,OTHPER,0.575064,OTHPER
8863,210378102,4,  GDOR,0.712542,  GDOR
8864,210378120,4,OTHPER,0.62007,OTHPER
8865,210378274,4, Noise,0.656473, Noise
8866,210378281,4, Noise,0.534276, Noise
8867,210378327,4, Noise,0.7954939999999999, Noise
8868,210378458,4, Noise,0.603241, Noise
8869,210378472,4, Noise,0.511707, Noise
8870,210378559,4, Noise,0.6020449999999999, Noise
8871,210378686,4, Noise,0.604032, Noise
8872,210378745,4, Noise,0.608672, Noise
8873,210378751,4, Noise,0.512714, Noise
8874,210378867,4, Noise,0.515721, Noise
8875,210378869,4,OTHPER,0.521257,OTHPER
8876,210378897,4, Noise,0.507517, Noise
8877,210378951,4,OTHPER,0.974782,OTHPER
8878,210378976,4, Noise,0.635992, Noise
8879,210379141,4,OTHPER,0.5597449999999999,OTHPER
8880,210379304,4,OTHPER,0.751684,OTHPER
8881,210379470,4,OTHPER,0.6113310000000001,OTHPER
8882,210379521,4,OTHPER,0.8544350000000001,OTHPER
8883,210379602,4, Noise,0.514574, Noise
8884,210379604,4,OTHPER,0.615451,OTHPER
8885,210379617,4, Noise,0.588767, Noise
8886,210379656,4, Noise,0.742226, Noise
